Group,ID,Word,POS,Stress,Transcription,Variation,Page
G2,284,hostile,adj,penult,/ˈhɑs.tl̩/,/ˈhɒs.taɪl̩/,194
G3,285,hotel,n,ult,/hoʊ.ˈtɛl/,/həʊˈtɛl/,187
G3,286,human,n,penult,/ˈhju.mən/,/ˈjumən/,188
G3,287,humanist,n,antepenult,/ˈhju.mə.nɪst/,/ˈjumənɪst/,188
G3,288,humid,adj,penult,/ˈhju.mɪd/,/ˈjumɪd/,189
G3,289,humidity,n,antepenult,/hju.ˈmɪ.də.ti/,"/hjuˈmɪdɪti/, /hjuˈmɪdɪti/",189
G1,290,husband,n,penult,/ ˈhʌz.bənd /,___,181
G3,291,hygiene,n,penult,/ˈhaɪ.dʒin/,___,187
G2,292,imaginary,adj,2nd,/ɪ.ˈmæ.dʒə.nɛ.ri/,___,194
G2,293,imaginative,adj,2nd,/ɪ.ˈmæ.dʒə.nə.tɪv/,___,201
G2,294,imaginaton,n,penult,/ɪ.ˌmæ.dʒə.ˈneɪ.ʃən/,___,202
G5,295,implant,v,ult,/ɪm.ˈplænt/,/ɪm.ˈplɑnt/,184
G5,296,implant,n,penult,/ˈɪm.ˌplænt/,/ˈɪm.plɑnt/,184
G5,297,import,v,ult,/ɪm.ˈpɔrt/,noun: /ˈɪm pɔrt/,184
G5,298,increase,v,ult,/ɪn.ˈkris/,noun: /ˈɪn.kris/,184
G5,299,Indiana,n,penult,/ˌɪn.di.ˈæ.nə/,___,184
G2,300,infirmary,n,antepenult,/ɪn.ˈfɜr.mə.ri/,/ɪn.ˈfɜ.mə.rɪ /,194
G4,301,inflate,v,ult,/ɪnˈfleɪt/,___,193
G2,302,inhibitory,adj,2nd,/ɪn.ˈhɪ.bɪ.tɔ.ri/,___,194
G4,303,inquiry,n,antepenult,/ˈɪn.kwə.ri/,penult or antepenult,193
G3,304,insect,n,penult,/ˈɪn.sɛkt/,___,189
G3,305,insecticide,n,antepenult,/ɪn.ˈsɛk.tə.saɪd/,___,189
G5,306,insert,v,ult,/ɪn.ˈsɜrt/,noun: /ˈɪn.sɜrt/,184
G5,307,insult,n,penult,/ˈɪn.sʌlt/,verb: /ɪn.ˈsʌlt/,184
G5,308,intend,v,ult,/ɪn.ˈtɛnd/,___,184
G1,309,intense,adj,ult,/ ɪn.ˈtɛns /,___,181
G5,310,interfere,v,ult,/ˌɪn.tər.ˈfɪər/,___,184
G2,311,ivory,n,antepenult,/ˈaɪ.və.ri/,/ˈaɪ.vri/,194
G4,312,jack-in-the-box,n,compound,/ˈdʒæ.kɪn.ðə.bɑks/,___,192
G3,313,jamboree,n,ult,/ˌdʒæm.bə.ˈri/,___,188
G1,314,Japan,n,ult,/ dʒə.ˈpæn /,___,181
G3,315,Japanese,n,ult,/dʒæ.pə.ˈniz/,___,188
G1,316,July,n,ult,/ dʒu.ˈlaɪ/,/ dʒə.ˈlaɪ/,181
G1,317,kangaroo,n,ult,/ kæŋ.gə.ˈru /,___,182
G5,318,Kentucky,n,penult,/kən.ˈtʌ.ki/,___,183
G3,319,kitchen,n,penult,/ˈkɪ.tʃən/,___,188
G3,320,kitchenette,n,ult,/ˌkɪtʃəˈnɛt/,___,188
G3,321,labor,"n, v",penult,/ˈleɪbɚ/,___,189
G2,322,laboratory,n,2nd,/ˈlæ.brə.tɔ.ri/,/ˈlæ.brə.toʊ.ri/,194
G3,323,laborious,adj,antepenult,/lə.ˈboʊ.riəs/,/ləˈboʊriəs/,189
G4,324,Lake Erie,n,compound,/leɪk.ˈɪə.ri/,___,191
G3,325,laryngitis,n,penult,/ˌlerɪnˈdʒaɪtəs/,/ˌlærɪnˈdʒɑɪtəs/,188
G3,326,larynx,n,penult,/ˈlerɪŋks/,___,188
G2,327,legendary,adj,2nd,/ˈlɛ.dʒən.dɛ.ri/,___,194
G4,328,lemon,n,penult,/ˈlɛ.mən/,___,190
G4,329,lemonade,n,antepenult,/ˈlɛ.mə.neɪd/,/ˌlɛməˈneɪd/ (ult),190
G3,330,librarian,n,antepenult,/laɪˈbrɛriən/,"/ˈlɑɪ -/
/-ˈbreəriən/",189
G3,331,library,n,antepenult,/ˈlaɪbrɛri/,"/ˈlɑɪ -/
/- rəri/",189
G3,332,lion,n,penult,/ˈlaɪən/,___,188
G3,333,lioness,n,antepenult,/ˈlaɪənɛs/,___,188
G2,334,literary,adj,2nd,/ˈlɪ.tə.rɛ.ri/,___,194
G4,335,locate,v,penult,/loʊ.ˈkeɪt/,/loʊˈkeɪt/; penult or ult,193
G2,336,lottery,n,antepenult,/ˈlɑ.tə.ri/,___,194
G5,337,Louisiana,n,penult,/lu.i.zi.ˈæ.nə/,/ˌlu.ə.zi.ˈæ.nə/,183
G3,338,lunatic,"n, adj",antepenult,/ˈlunətɪk/,___,189
G2,339,macaroni,n,penult,/ˌmæk.ə.ˈroʊ.ni /,___,202
G1,340,machine,n,ult,/ mə.ˈʃin /,___,181
G4,341,magazine,n,antepenult,/ˈmæ.gə.zin/,/ˌmæɡəˈzin/,193
G4,342,manage,v,penult,/ˈmæ.nɪdʒ/,___,190
G4,343,manageable,adj,1st,/ˈmæ.nɪ.dʒə.bəl/,___,190
G2,344,management,n,antepenult,/ˈmæn.ɪdʒ.mənt /,___,201
G2,345,managerial,adj,antepenult,/ˌmæn.ɪˈ.dʒɪər.i.əl /,___,202
G2,346,mandatory,adj,antepenult,/ˈmæn.də.ˌtɔr.i/,/ ˈmæn dəˌtoʊr i /,194
G5,347,mania,n,antepenult,/ˈmeɪ.ni.ə/,___,183
G3,348,martini,n,penult,/mɑrˈtini/,___,187
G4,349,matchbox,n,penult,/ˈmætʃ.ˌbɑks/,___,191
G2,350,matrimony,n,antepenult,/ˈmæ.trə.ˌmoʊ.ni /,/ ˈmætrɪmənɪ /,194
G1,351,mayonnaise,n,ult,/ meɪ.ə.ˈneɪz/,/ˈmeɪ.ə.neɪz /,182
G4,352,mediative,adj,1st,/ˈmi.di.eɪ.tɪv/,___,190
G4,353,migrate,v,penult,/ˈmaɪ.greɪt/,___,193
G2,354,military,adj,1st,/ˈmɪl.ɪ.ˌtɛr.i/,___,194
G3,355,million,n,penult,/ˈmɪljən/,___,188
G3,356,millionaire,n,ult,/ˌmɪljəˈnɛr/,___,188
G5,357,Milwaukee,n,penult,/mɪl.ˈwɔ.ki/,___,183
G2,358,missile,n,penult,/ˈmɪs.əl/,/ ˈmɪsaɪl /,195
G2,359,mobile,"adj, n",penult,/ˈmoʊ.bəl/,/ ˈməʊbaɪl /,195
G2,360,modality,n,antepenult,/moʊ.ˈdæl.ɪ.ti/,___,202
G3,361,moment,n,penult,/ˈmoʊmənt/,___,189
G3,362,momentarily,adv,antepenult,/ˌmoʊmənˈtɛrəli/,___,189
G2,363,momentary,adj,1st,/ˈmoʊ.mən.ˌtɛr.i/,___,194
G3,364,momentous,adj,penult,/məˈmɛntəs/,/moʊˈmɛntəs/,189
G2,365,monastery,n,1st,/ˈmɒn.əs.ˌtɛ.ri/,___,194
G2,366,monetary,adj,1st,/ˈmɒn.ɪ.ˌtɛr.i/,/ ˈmʌn ɪˌtɛr i /,194
G5,367,Montana,n,penult,/mɒn.ˈtæ.nə/,___,183
G5,368,Morocco,n,penult,/mə.ˈrɒk.oʊ/,___,183
G4,369,mother-in-law,n,compound,/ˈmʌ.ðər.ɪn.ˌlɔ/,___,192
G2,370,motivate,v,antepenult,/ˈmoʊ.tə.veɪt/,___,201
G4,371,Mount Sinai,n,compound,/maʊnt.ˈsaɪ.naɪ/,___,191
G3,372,mountain,n,penult,/ˈmaʊntən/,/ˈmaʊntɪn/,188
G3,373,mountaineer,n,ult,/ˌmaʊntəˈnɪr/,___,188
G4,374,moustache,n,penult,/ˈmʌs.tæʃ/,/məˈstæʃ/,193
G1,375,mundane,adj,ult,/ mʌn.ˈdeɪn/,/ˈmʌn.deɪn /,181
G4,376,mutate,v,penult,/ˈmju.teɪt/,___,193
G2,377,mythical,adj,antepenult,/ˈmɪθ.ɪ.kəl/,___,202
G3,378,nation,n,penult,/ˈneɪʃən/,___,188
G3,379,nationhood,n,antepenult,/ˈneɪʃənhʊd/,___,188
G4,380,nationwide,adj,compound,/ˈneɪ.ʃən.waɪd/,___,191
G2,381,necessary,adj,1st,/ˈnɛs.ə.ˌsɛr.i /,___,194
G4,382,negate,v,ult,/nɪ.ˈgeɪt/,/nɪˈgeɪt/; ult or penult,193
G4,383,negative,adj,antepenult,/ˈnɛ.gə.tɪv/,___,190
G2,384,neutralize,v,antepenult,/ˈnɛs.ə.ˌsɛr.i/,___,202
G3,385,obese,adj,ult,/oʊ.ˈbis/,___,189
G3,386,obesity,n,antepenult,/oʊ.ˈbi.sə.ti/,/əʊˈbisəti/,189
G1,387,obscene,adj,ult,/ əb.ˈsin /,___,181
G1,388,obscure,adj,ult,/ əb.ˈskjʊr /,___,181
G2,389,observatory,n,2nd,/əb.ˈzɜr.və.ˌtɔr.i/,/ əbˈzɜr vəˌtoʊr i /,194
G4,390,offensive,adj,penult,/ə.ˈfɛn.sɪv/,/əˈfɛn sɪv/,190
G1,391,okay,adj,ult,/oʊ.ˈkeɪ/,/ ˈoʊ.keɪ /,181
G2,392,opera,n,penult,/ˈɑp.ər.ə/,/ ˈɒp rə /,201
G2,393,operatic,n,antepenult,/ˌɒp.ə.ˈræt.ɪk/,___,202
G2,394,ordinary,adj,antepenult,/ˈɔr.dn.ˌɛr.i/,___,194
G1,395,origin,n,antepenult,/ ˈɔr.ɪ.dʒɪn /,/ ˈɑr.ɪ.dʒɪn /,"179, 182"
G1,396,original,adj,antepenult,/ ə.ˈrɪ.dʒə.nl /,___,179
G1,397,originality,n,antepenult,/ ə.rɪ.dʒə.ˈnæ.lɪ.ti /,___,179
G5,398,Osaka,n,penult,/oʊ.ˈsɑ.kə/,___,183
G4,399,overdose,n,antepenult,/ˈoʊ.vər.doʊs/,/ˈəʊvərdəʊs/,191
G4,400,overripe,adj,antepenult,/ ˈoʊ.vər.raɪp/,/ˌəʊ vərˈraɪp/; ult or antepenult,191
G4,401,oversleep,v,ult,/oʊ.vər.ˈslip/,/ˌəʊ vərˈsliːp/,191
G1,402,parade,n,ult,/ pə.ˈreɪd /,___,181
G2,403,pathology,n,antepenult,/pə.ˈθɒl.ə.dʒi /,___,201
G1,404,perfect,adj,penult,/ ˈpɜr.fɪkt /,___,181
G5,405,period,n,antepenult,/ˈpɪə.ri.əd/,/ˈpɪ.ri.əd/,183
G3,406,periodic,adj,penult,/ˌpɪ.ri.ˈɑ.dɪk/,___,189
G5,407,permit,n,penult,/ˈpɜr.mɪt/,verb: /pər.ˈmɪt/ (ult),184
G3,408,person,n,penult,/ˈpɝ.sən/,___,189
G3,409,personify,v,antepenult,/pɚ.ˈsɑ.nə.faɪ/,/pɚˈsɑnəfɑɪ/,189
G4,410,phonate,v,penult,/ˈfoʊ.neɪt/,___,193
G4,411,phonecard,n,penult,/ˈfoʊn.kɑrd/,___,191
G2,412,phonological,adj,antepenult,/ˌfoʊn.lˈɒdʒ.ɪ.kəl /,___,202
G1,413,photograph,n,antepenult,/ ˈfoʊ.tə.græf /,/ ˈfoʊ.tə.grɑf /,179
G1,414,photographic,adj,penult,/ foʊ.tə.ˈgræ.fɪk /,___,179
G1,415,photography,n,antepenult,/ fə.ˈtɑ.grə.fi /,___,179
G3,416,picture,"n, v",penult,/ˈpɪk.tʃɚ/,___,188
G3,417,picturesque,adj,ult,/ˌpɪk.tʃə.ˈrɛsk/,___,188
G4,418,plateau,n,ult,/plæ.ˈtoʊ/,___,192
G3,419,play,"n, v",ult,/pleɪ/,___,188
G3,420,player,n,penult,/ˈpleɪ.ɚ/,___,188
G1,421,policy,n,antepenult,/ ˈpɑ.lə.si /,___,182
G4,422,portuguese,adj,ult,/ˈpɔr.tʃə.giz/,/ˌpɔr tʃəˈgis/,193
G4,423,postman,n,penult,/ˈpoʊst.mən/,/ˈpəʊstmən/,191
G4,424,potluck,n,penult,/ˈpɑt.lʌk/,/ˈpɒtˌlʌk/; penult or ult,193
G4,425,practical,adj,antepenult,/ˈpræk.tɪ.kəl/,/ˈpræktɪkl/,190
G1,426,precise,adj,ult,/ prɪ.ˈsaɪs /,___,181
G5,427,predict,v,ult,/prɪ.ˈdɪkt/,___,184
G4,428,prefer,v,ult,/prɪ.ˈfɜr/,___,190
G4,429,preferable,adj,1st,/ˈprɛ.fə.rə.bəl/,/prɪˈfɜrə bəl/,190
G4,430,premier,n,ult,/prɪ.ˈmɪər/,/prɪˈmɪr/,192
G4,431,presidency,n,1st,/ˈprɛ.zɪ.dən.si/,___,190
G2,432,primary,adj,antepenult,/ˈpraɪ.mɛr.i /,/ ˈpraɪ mə ri /,194
G4,433,princess,n,penult,/ˈprɪn.sɛs/,/ˈprɪn sɪs/,193
G2,434,principal,adj,antepenult,/ˈprɪn.sə.pəl /,___,201
G2,435,principality,n,antepenult,/ˌprɪn.sə.ˈpæl.ɪ.ti /,___,202
G2,436,profile,"v, n",penult,/ˈproʊ.faɪl/,,
G2,437,profundity,n,antepenult,/.prə.ˈfʌn.dɪ.ti /,___,202
G5,438,progress,n,penult,/ˈprɒg.rɛs/,"/ˈproʊ.grɛs/, verb: /prə.ˈgrɛs/",184
G5,439,project,n,penult,/ˈprɒ.dʒɛkt/,verb: /prə.ˈdʒɛkt/,184
G2,440,promissory,adj,1st,/ˈprɒm.ə.ˌsɔr.i/,/ ˈprɒm əˌsoʊr i /,194
G1,441,proper,adj,penult,/ ˈprɑ.pər /,___,181
G3,442,protest,n,penult,/ˈproʊ.tɛst/,___,185
G3,443,protest,n,ult,/proʊ.ˈtɛst/,verb: /prə.ˈtɛst/,185
G2,444,protestation,n,penult,/ˌprɒt.əˈ.steɪ.ʃən /,/ ˌproʊ təˈsteɪ ʃən /,202
G4,445,pulsate,v,penult,/ˈpʌl.seɪt/,___,193
G5,446,punish,v,penult,/ˈpʌ.nɪʃ/,___,184
G2,447,punishable,adj,1st,/ˈpʌ.nɪ.ʃə.bəl/,___,202
G4,448,question,n,penult,/ˈkwɛs.tʃən/,___,190
G4,449,questionable,adj,1st,/ˈkwɛs.tʃə.nə.bəl/,___,190
G3,450,raccoon,n,ult,/ræ.ˈkun/,___,187
G1,451,ready,adj,penult,/ ˈrɛ.di /,___,181
G3,452,realization,n,penult,/ˌri.ə.ləˈzeɪ.ʃən/,/ˌriəlaɪˈzeɪʃən/,188
G3,453,realize,v,penult,/ˈri.ə.laɪz/,___,188
G2,454,reasonable,adj,1st,/ˈri.zə.nə.bəl/,/ˈriz.nə.bəl/,201
G3,455,rebel,n,penult,/ˈrɛbəl/,verb: /rɪ.ˈbɛl/,185
G4,456,recess,n,penult,/ˈri.sɛs/,/rɪˈsɛs/,193
G2,457,recessional,adj,antepenult,/rɪ.ˈsɛ.ʃə.nl̩/,/rɪ.ˈsɛ.ʃə.nəl/,202
G2,458,recessional,n,antepenult,/rɪ.ˈsɛ.ʃə.nl̩/,/rɪ.ˈsɛ.ʃə.nəl/,202
G4,459,recital,n,penult,/rɪ.ˈsaɪ.təl/,___,190
G3,460,reconciliation,n,penult,/rɛ.kən.sɪ.liˈeɪ.ʃən/,___,187
G4,461,red hot,adj,compound,/ˈrɛd.hɑt/,___,191
G2,462,reformatory,n,2nd,/rɪ.ˈfɔr.mə.tɔ.ri/,/rɪ.ˈfɔ.mə.tɔ.ri/,194
G2,463,reformatory,adj,2nd,/rɪ.ˈfɔr.mə.tɔ.ri/,/rɪ.ˈfɔ.mə.tɔ.ri/,194
G5,464,refund,n,penult,/ˈri.fʌnd/,verb: /rɪ.ˈfʌnd/,184
G4,465,refusal,n,penult,/rɪ.ˈfju.zəl/,/rɪˈfjuːzl/,190
G3,466,refuse,v,ult,/rə.ˈfjuz/,/rɪˈfjuz/,185
G5,467,reject,v,ult,/rɪ.ˈdʒɛkt/,___,184
G5,468,reply,v,ult,/rɪ.ˈplaɪ/,___,184
G2,469,reptile,n,penult,/ˈrɛp.taɪl/,/ˈrɛp.tɪl/,195
G5,470,rescue,v,penult,/ˈrɛs.kju/,___,184
G4,471,research,n,ult,/rɪ.ˈsɜrtʃ/,/ˈri sɜrtʃ/,193
G2,472,resignation,n,penult,/rɛ.zɪɡ.ˈneɪ.ʃən/,___,202
G2,473,resumption,n,penult,/rɪ.ˈzʌmp.ʃən/,___,202
G5,474,retard,n,penult,/ˈri.tɑrd/,verb: /rɪ.ˈtɑrd/,184
G3,475,rhinoceros,n,antepenult,/raɪ.ˈnɑ.sɚ.əs/,___,187
G1,476,robust,adj,ult,/ roʊ.ˈbʌst /,/ˈroʊ.bʌst / (penult),181
G4,477,rotate,v,penult,/ˈroʊ.teɪt/,/rəʊˈteɪt/,193
G2,478,salary,n,antepenult,/ˈsæ.lə.rɪ/,___,194
G4,479,salon,n,ult,/sə.ˈlɑn/,/ˈsæl.ɒn/,192
G2,480,sanitary,adj,1st,/ˈsæ.nɪ.tɛ.ri/,/ˈsæ.nə.tɛ.ri/,194
G1,481,sardine,n,ult,/ sɑr.ˈdin /,___,181
G5,482,Savannah,n,penult,/sə.ˈvæ.nə/,___,183
G2,483,saxophone,n,antepenult,/ˈsæk.sə.foʊn/,___,202
G4,484,seasick,adj,penult,/ˈsi.sɪk/,___,191
G4,485,seasonal,adj,antepenult,/ˈsi.zə.nəl/,___,190
G5,486,Seattle,n,penult,/si.ˈæ.tl/,___,183
G2,487,secretary,n,1st,/ˈsɛk.rɪ.tɛ.ri/,/ˈsɛk.rə.tɛ.ri/,194
G1,488,secure,adj,ult,/ sɪ.ˈkjʊər /,/ sɪ.ˈkjʊə /,181
G4,489,sedative,n,antepenult,/ˈse.də.tɪv/,___,190
G2,490,sedentary,adj,1st,/ˈsɛ.dn̩.tɛ.ri/,/ˈsɛ.dən.tɛ.ri/,194
G2,491,senile,adj,penult,/ˈsi.naɪl/,"/ˈsi.nɪl/
/ˈsɛ.naɪl/",195
G1,492,serenade,n,ult,/ sɛ.rə.ˈneɪd /,___,182
G1,493,serene,adj,ult,/ sə.ˈrin /,___,181
G1,494,shampoo,n,ult,/ ʃæm.ˈpu /,___,181
G3,495,silk,n,ult,/sɪlk/,___,189
G3,496,silky,adj,penult,/ˈsɪl.ki/,___,189
G1,497,sincere,adj,ult,/ sɪn.ˈsɪər /,___,181
G1,498,solid,adj,penult,/ ˈsɑl.ɪd /,___,181
G4,499,souffle,n,ult,/su.ˈfleɪ/,/ˈsuː.fleɪ/,192
G3,500,special,"n, adj",penult,/ˈspɛ.ʃəl/,___,189
G3,501,specialize,v,antepenult,/ˈspɛ.ʃə.laɪz/,___,189
G3,502,speed,"n, v",ult,/spid/,___,189
G3,503,speedometer,n,antepenult,/spɪ.ˈdɑ.mə.tɚ/,___,189
G1,504,spinach,n,penult,/ ˈspɪ.nɪtʃ /,___,181
G4,505,spoon-food,v,compound,/spun.ˈfud/,___,191
G4,506,stagnate,v,penult,/ˈstæɡ.neɪt/,/stæɡˈneɪt/,193
G2,507,stationery,n,1st,/ˈsteɪ.ʃə.nɛ.ri/,___,194
G2,508,sterile,adj,penult,/ˈstɛ.rɪl/,/ˈstɛ.rəl/,195
G5,509,study,v,penult,/ˈstʌ.di/,___,184
G5,510,subject,n,penult,/ˈsʌb.dʒɪkt/,verb: /səb.ˈdʒɛkt/,184
G3,511,submissive,adj,penult,/səb.ˈmɪ.sɪv/,___,188
G3,512,submit,v,ult,/səb.ˈmɪt/,___,188
G3,513,substance,n,penult,/ˈsʌb.stəns/,___,189
G3,514,substantial,adj,penult,/səb.ˈstæn.ʃəl/,___,189
G1,515,sudden,adj,penult,/ ˈsʌ.dn /,___,181
G3,516,supreme,adj,ult,/su.ˈprim/,/səˈprim/,187
G5,517,surface,v,penult,/ˈsɜr.fɪs/,___,184
G5,518,suspect,v,ult,/səs.ˈpɛkt/,___,184
G5,519,suspect,n,penult,/ˈsʌs.pɛkt/,___,184
G3,520,taboo,"n, adj",ult,/tə.ˈbu/,/tæˈbu/,187
G5,521,Tallahassee,n,penult,/ˌtæ.lə.ˈhæ.si/,___,183
G4,522,teapot,n,penult,/ˈti.pɑt/,/ˈtiː.pɒt/,191
G2,523,temperature,n,1st,/ˈtɛm.pə.rə.tʃər/,/ˈtɛm.prə.tʃər/; /ˈtɛm.pər.tʃər/,201
G2,524,temporary,adj,1st,/ˈtɛm.pə.rɛ.ri/,___,194
G2,525,territory,n,1st,/ˈtɛ.rɪ.tɔ.ri/,/ˈtɛ.rɪ.toʊ.ri/,194
G2,526,testament,n,antepenult,/ˈtɛs.tə.mənt/,___,201
G2,527,testimony,n,1st,/ˈtɛs.tə.moʊ.ni/,/ˈtɛs.tə.mə.ni/; /ˈtɛs.tɪ.mə.ni/,"194, 202"
G1,528,thermometer,n,antepenult,/ θər.ˈmɑ.mɪ.tər /,___,182
G1,529,Tibet,n,ult,/ tɪ.ˈbɛt /,___,181
G1,530,tomato,n,penult,/ tə.ˈmeɪ.toʊ /,/ tə.ˈmɑ.toʊ /,182
G4,531,toupee,n,ult,/tu.ˈpeɪ/,___,192
G2,532,transcription,n,penult,/træn.ˈskrɪp.ʃən/,___,202
G5,533,transfer,"n, v",penult,/ˈtræns.fər/,verb: /træns.ˈfɜr/,184
G2,534,transistor,"n, adj",penult,/træn.ˈzɪs.tər/,___,202
G4,535,translate,v, penult,/træn.sˈleɪt/,/trænzˈleɪt/ (ult),193
G3,536,trapeze,n,ult,/trə.ˈpiz/,/træˈpiz/,187
G1,537,typhoon,n,ult,/ taɪ.ˈfun /,___,181
G4,538,undertake,v,ult,/ʌn.dəɻ.ˈteɪk/,/ˌʌn.dəˈteɪk/,191
G4,539,underwear,n,antepenult,/ˈʌn.dəɻ.wer/,/ˈʌn.də.weər/,191
G3,540,upset,"n, v, adj",penult,/ˈʌp.sɛt/,"verb, adjective: /əp.ˈsɛt/",185
G3,541,urbanity,n,antepenult,/ɜ˞.ˈbæn.ə.ti/,___,187
G4,542,vacate,v,penult,/və.ˈkeɪt/,/veɪˈkeɪt/,193
G4,543,valet,n,ult,/væ.ˈleɪ/,/ˈvæleɪ/,192
G2,544,vegetarian,"n, adj",antepenult,/vɛ.dʒɪ.ˈtɛ.ri.ən/,/vɛ.dʒə.ˈtɛ.ri.ən/,201
G5,545,vendetta,n,penult,/vɛn.ˈdɛ.tə/,___,183
G5,546,Venezuela,n,penult,/vɛ.nəˈ.zweɪ.lə/,___,183
G4,547,vermouth,n,ult,/vər.ˈmuθ/,___,192
G2,548,versatile,adj,antepenult,/ˈvɜr.sə.tl̩/,/ˈvɜr.sə.təl/,195
G2,549,veteran,"n, adj",antepenult,/ˈvɛ.tə.rən/,/ˈvɛ.trən/,201
G4,550,vibrate,v,penult,/ˈvaɪ.breɪt/,___,193
G5,551,Vienna,n,penult,/vi.ˈɛn.nə/,___,183
G2,552,virile,adj,penult,/ˈvɪ.rəl/,/ˈvɪ.raɪl/,195
G2,553,visionary,adj,1st,/ˈvɪ.ʒə.nɛ.ri/,/ˈvɪ.ʒə.nə.rɪ/,194
G5,554,visit,v,penult,/ˈvɪ.zɪt/,___,184
G1,555,vitamin,n,antepenult,/ ˈvaɪ.tə.mɪn /,___,182
G1,556,vulgar,adj,penult,/ ˈvʌl.gər /,___,181
G1,557,warrantee,n,ult,/ wɔ.rən.ˈti /,/ wɑ.rən.ˈti/,182
G4,558,watch,n,compound,/ˈstɑp.wɑtʃ/,/stɒp wɑːtʃ/,191
G4,559,weekend,n,penult,/ˈwi.kɛnd/,___,193
G4,560,white house,n,compound,/ˈwaɪt.haʊs/,___,191
G5,561,worry,v,penult,/ˈwɜ.ri/,___,184
G1,562,yellow,adj,penult,/ ˈyɛ.loʊ /,___,181
G5,563,Yokohama,n,penult,/ˌyoʊ.kəˈhɑ.mə/,___,183
G1,564,zipper,n,penult,/ ˈzɪ.pər /,___,181
